1,163900000,215600000
2,187500000,292500000
3,215000000,292500000
4,242500000,292500000
5,252500000,267500000
6,252500000,257500000
7,252500000,237500000
8,252500000,227500000
9,252500000,217500000
10,278600000,214800000
11,278600000,224900000
12,278600000,235200000
13,278500000,245100000
14,278500000,255200000
15,278700000,265100000
16,292500000,292500000
17,319800000,292500000
18,347500000,292500000
19,372500000,292500000
20,367500000,267500000
21,367500000,257500000
22,367500000,237500000
23,367500000,227500000
24,367500000,217500000
25,418900000,215600000
26,419000000,225600000
27,419000000,235500000
28,418900000,245600000
29,418900000,255600000
30,419000000,265600000
31,427500000,297500000
32,442500000,292500000
33,470000000,292500000
34,497500000,292500000
35,507500000,267500000
36,507500000,257500000
37,507500000,237500000
38,507500000,227500000
39,507500000,217500000
40,533600000,214800000
41,533600000,224900000
42,533600000,235200000
43,533500000,245100000
44,533500000,255200000
45,533700000,265100000
46,547500000,292500000
47,574800000,292500000
48,602500000,292500000
49,627500000,292500000
50,622500000,267500000
51,622500000,257500000
52,622500000,237500000
53,622500000,227500000
54,622500000,217500000
55,673900000,215600000
56,674000000,225600000
57,674000000,235500000
58,673900000,245600000
59,673900000,255600000
60,674000000,265600000
61,682500000,297500000
62,697500000,292500000
63,725000000,292500000
64,752500000,292500000
65,762500000,267500000
66,762500000,257500000
67,762500000,237500000
68,762500000,227500000
69,762500000,217500000
70,788600000,214800000
71,788600000,224900000
72,788600000,235200000
73,788500000,245100000
74,788500000,255200000
75,788700000,265100000
76,802500000,292500000
77,829800000,292500000
78,857500000,292500000
79,882500000,292500000
80,877500000,267500000
81,877500000,257500000
82,877500000,237500000
83,877500000,227500000
84,877500000,217500000
85,928900000,215600000
86,929000000,225600000
87,929000000,235500000
88,928900000,245600000
89,928900000,255600000
90,929000000,265600000
91,937500000,297500000
92,952500000,292500000
93,980000000,292500000
94,1007500000,292500000
95,1017500000,267500000
96,1017500000,257500000
97,1017500000,237500000
98,1017500000,227500000
99,1017500000,217500000
100,1043600000,214800000
101,1043600000,224900000
102,1043600000,235200000
103,1043500000,245100000
104,1043500000,255200000
105,1043700000,265100000
106,1057500000,292500000
107,1084800000,292500000
108,1112500000,292500000
109,1132500000,217500000
110,1132500000,227500000
111,1132500000,237500000
112,1132500000,257500000
113,1132500000,267500000
114,1137500000,292500000
115,1137500000,312500000
116,1140000000,322500000
117,1140000000,332500000
118,1140000000,347500000
119,1140000000,362500000
120,1130000000,382500000
121,1112500000,382500000
122,1112500000,392500000
123,1102500000,397500000
124,1092500000,397500000
125,1092500000,387500000
126,1055000000,392500000
127,1055000000,372500000
128,1055000000,332500000
129,1010000000,332500000
130,1010000000,372500000
131,1010000000,392500000
132,972500000,387500000
133,972500000,397500000
134,962500000,397500000
135,955000000,387500000
136,942500000,387500000
137,927500000,390000000
138,925000000,370000000
139,925000000,357500000
140,925000000,347500000
141,925000000,337500000
142,925000000,327500000
143,882500000,312500000
144,885000000,322500000
145,885000000,332500000
146,885000000,347500000
147,885000000,362500000
148,875000000,382500000
149,857500000,382500000
150,857500000,392500000
151,847500000,397500000
152,837500000,387500000
153,837500000,397500000
154,840000000,412500000
155,830000000,417500000
156,840000000,427500000
157,850000000,417500000
158,867500000,432500000
159,877500000,442500000
160,882500000,432500000
161,927500000,427500000
162,937500000,427500000
163,932500000,437500000
164,940000000,445000000
165,940000000,455000000
166,932500000,450000000
167,921500000,456000000
168,921500000,471000000
169,937500000,477500000
170,921500000,486000000
171,921500000,501000000
172,921500000,516000000
173,921500000,531000000
174,921500000,546000000
175,921500000,561000000
176,947500000,567500000
177,947500000,552500000
178,947500000,542500000
179,947500000,527500000
180,947500000,502500000
181,957500000,507500000
182,972500000,507500000
183,967500000,497500000
184,957500000,492500000
185,952500000,477500000
186,960000000,467500000
187,962500000,477500000
188,977500000,477500000
189,997500000,460000000
190,987500000,460000000
191,980000000,452500000
192,970000000,452500000
193,970000000,442500000
194,980000000,442500000
195,980000000,432500000
196,970000000,427500000
197,960000000,417500000
198,970000000,412500000
199,980000000,417500000
200,987500000,427500000
201,997500000,427500000
202,1007500000,417500000
203,1027500000,417500000
204,1037500000,417500000
205,1057500000,417500000
206,1067500000,427500000
207,1077500000,427500000
208,1085000000,432500000
209,1085000000,442500000
210,1085000000,452500000
211,1077500000,457500000
212,1067500000,457500000
213,1087500000,477500000
214,1102500000,477500000
215,1117500000,472500000
216,1105000000,467500000
217,1095000000,450000000
218,1095000000,440000000
219,1095000000,427500000
220,1085000000,417500000
221,1095000000,412500000
222,1105000000,417500000
223,1122500000,432500000
224,1137500000,432500000
225,1132500000,442500000
226,1132500000,457500000
227,1132500000,467500000
228,1132500000,477500000
229,1132500000,492500000
230,1145000000,492500000
231,1145000000,507500000
232,1142200000,520400000
233,1142500000,532500000
234,1132500000,527500000
235,1132500000,537500000
236,1117500000,537500000
237,1117500000,527500000
238,1112500000,517500000
239,1110000000,502500000
240,1097500000,497500000
241,1092500000,507500000
242,1095000000,517500000
243,1090000000,527500000
244,1090000000,537500000
245,1080000000,517500000
246,1052500000,517500000
247,1032500000,517500000
248,1032500000,502500000
249,1042500000,507500000
250,1047500000,497500000
251,1032500000,487500000
252,1017500000,497500000
253,1022500000,507500000
254,1012500000,517500000
255,997500000,517500000
256,1005000000,525000000
257,1005000000,535000000
258,1002500000,545000000
259,1017500000,545000000
260,1032500000,545000000
261,1047500000,545000000
262,1057500000,545000000
263,1067500000,545000000
264,1052500000,602500000
265,1052500000,612500000
266,1067500000,612500000
267,1082500000,602500000
268,1102500000,605000000
269,1122400000,590800000
270,1140000000,597500000
271,1140000000,637500000
272,1140000000,657500000
273,1117500000,657500000
274,1102500000,645000000
